celebrityid,sentiment_date,fullname,basic_negative_sentiment,percent_negative,signals
10039,8/5/2010,Yahya Abdul-Mateen II,365,0.846867749,1
10039,6/5/2012,Yahya Abdul-Mateen II,2495,0.873293665,1
10039,10/26/2013,Yahya Abdul-Mateen II,1472,0.725123153,1
10039,11/30/2013,Yahya Abdul-Mateen II,1957,0.74325864,1
10039,1/27/2014,Yahya Abdul-Mateen II,1150,0.67251462,1
10039,5/10/2014,Yahya Abdul-Mateen II,1504,0.809037117,1
10039,6/25/2014,Yahya Abdul-Mateen II,1558,0.792069141,1
10039,10/5/2015,Yahya Abdul-Mateen II,857,0.740069085,1
10039,11/20/2015,Yahya Abdul-Mateen II,1359,0.337807606,1
10039,12/14/2016,Yahya Abdul-Mateen II,6101,0.978037833,1
10039,6/12/2018,Yahya Abdul-Mateen II,6640,0.788224122,1
1021,10/22/2010,Liam Neeson,306,0.508305648,1
1021,7/27/2011,Liam Neeson,404,0.442497262,1
1021,5/11/2012,Liam Neeson,1155,0.266374539,1
1021,6/21/2012,Liam Neeson,2737,0.378980892,1
1021,2/24/2013,Liam Neeson,3288,0.278125529,1
1021,10/16/2013,Liam Neeson,1330,0.775058275,1
1021,7/12/2015,Liam Neeson,20094,0.982351503,1
1021,9/29/2015,Liam Neeson,1447,0.907210031,1
1021,2/4/2019,Liam Neeson,33884,0.879258894,1
10326,10/7/2010,Louis C.K.,278,0.761643836,1
10326,11/5/2011,Louis C.K.,636,0.795994994,1
10326,9/23/2012,Louis C.K.,1267,0.231415525,1
10326,11/3/2012,Louis C.K.,961,0.175749817,1
10326,9/20/2013,Louis C.K.,2770,0.623172103,1
10326,3/20/2014,Louis C.K.,698,0.546165884,1
10326,8/25/2014,Louis C.K.,609,0.238636364,1
10326,5/17/2015,Louis C.K.,5461,0.653698827,1
10326,2/28/2016,Louis C.K.,2432,0.23759281,1
10326,4/5/2017,Louis C.K.,4162,0.692858332,1
10326,11/9/2017,Louis C.K.,29499,0.831871634,1
10326,8/28/2018,Louis C.K.,9455,0.790882476,1
10326,12/22/2018,Louis C.K.,2130,0.837264151,1
10326,12/31/2018,Louis C.K.,23041,0.814486196,1
10372,7/1/2013,TY Dolla $ign,206,0.180543383,1
10372,8/25/2014,TY Dolla $ign,514,0.248189281,1
10372,10/14/2014,TY Dolla $ign,566,0.293873313,1
10372,10/13/2015,TY Dolla $ign,460,0.345345345,1
10372,5/19/2016,TY Dolla $ign,382,0.169626998,1
10372,8/28/2016,TY Dolla $ign,361,0.101690141,1
10372,7/2/2017,TY Dolla $ign,1340,0.450117568,1
10372,11/2/2017,TY Dolla $ign,3392,0.490882779,1
10372,6/29/2018,TY Dolla $ign,647,0.230331079,1
10372,12/10/2018,TY Dolla $ign,632,0.538330494,1
10372,1/22/2019,TY Dolla $ign,545,0.374828061,1
1039,2/17/2013,Jared Leto,4604,0.19174545,1
1039,8/25/2013,Jared Leto,7054,0.237292697,1
1039,1/12/2014,Jared Leto,8136,0.140634723,1
1039,3/2/2014,Jared Leto,42928,0.132129248,1
1039,12/2/2014,Jared Leto,5892,0.403976688,1
1039,2/22/2015,Jared Leto,9608,0.29255222,1
1039,4/24/2015,Jared Leto,6880,0.461930979,1
1039,7/11/2015,Jared Leto,3007,0.351079977,1
1039,8/30/2015,Jared Leto,3861,0.264144489,1
1039,10/7/2015,Jared Leto,12677,0.867633974,1
1039,1/20/2016,Jared Leto,9587,0.658176576,1
1039,1/21/2016,Jared Leto,34016,0.877719004,1
1039,6/25/2016,Jared Leto,11511,0.914878398,1
1039,8/2/2016,Jared Leto,14659,0.698446731,1
1039,12/26/2016,Jared Leto,2502,0.187584345,1
1039,12/27/2016,Jared Leto,10041,0.879477971,1
1039,1/30/2018,Jared Leto,18877,0.96532856,1
1039,3/16/2018,Jared Leto,5680,0.857617394,1
1039,9/21/2018,Jared Leto,1661,0.537019075,1
10420,7/6/2010,Tiesto,1659,0.482267442,1
10420,7/7/2010,Tiesto,6383,0.575459791,1
10420,10/5/2010,Tiesto,1011,0.173562232,1
10420,9/27/2012,Tiesto,1593,0.407312708,1
10420,5/7/2013,Tiesto,5027,0.646393211,1
10420,7/26/2013,Tiesto,6748,0.248783365,1
10420,2/22/2014,Tiesto,1907,0.264530448,1
10420,3/28/2014,Tiesto,9012,0.260582929,1
10420,3/27/2015,Tiesto,3434,0.211206101,1
10420,7/26/2015,Tiesto,1004,0.186964618,1
10420,3/19/2016,Tiesto,1383,0.190784936,1
10420,6/20/2016,Tiesto,2338,0.484861054,1
10420,3/25/2017,Tiesto,1294,0.181639528,1
10420,3/24/2018,Tiesto,769,0.204249668,1
10420,11/21/2018,Tiesto,511,0.36344239,1
10502,9/23/2010,Yandel,765,0.579545455,1
10502,4/28/2011,Yandel,870,0.24356103,1
10502,7/22/2011,Yandel,3732,0.438852305,1
10502,11/10/2011,Yandel,3261,0.299064563,1
10502,3/1/2013,Yandel,7203,0.283404155,1
10502,5/4/2013,Yandel,4108,0.544683108,1
10502,7/18/2013,Yandel,6934,0.418517624,1
10502,9/8/2013,Yandel,4823,0.451169317,1
10502,2/28/2014,Yandel,4378,0.831055429,1
10502,11/20/2014,Yandel,743,0.27266055,1
10502,2/15/2015,Yandel,622,0.481051817,1
10502,2/23/2015,Yandel,4697,0.275694078,1
10502,4/9/2015,Yandel,2184,0.836781609,1
10502,7/14/2015,Yandel,444,0.49943757,1
10502,2/27/2016,Yandel,1455,0.439178992,1
10502,10/5/2016,Yandel,330,0.176659529,1
10502,11/17/2016,Yandel,337,0.144263699,1
10502,2/5/2017,Yandel,1251,0.394015748,1
10502,7/6/2017,Yandel,236,0.285714286,1
10502,11/29/2017,Yandel,831,0.374324324,1
10502,4/13/2018,Yandel,593,0.287306202,1
10502,12/14/2018,Yandel,569,0.20630892,1
1057,2/13/2011,Will Smith,3682,0.23184938,1
1057,3/24/2011,Will Smith,1755,0.635179153,1
1057,8/23/2011,Will Smith,9377,0.634610179,1
1057,2/9/2012,Will Smith,2812,0.58063184,1
1057,5/18/2012,Will Smith,14159,0.293730811,1
1057,8/25/2013,Will Smith,12339,0.292130309,1
1057,3/2/2014,Will Smith,9847,0.316746011,1
1057,1/28/2015,Will Smith,7477,0.761948436,1
1057,5/31/2015,Will Smith,68887,0.985536067,1
1057,4/10/2016,Will Smith,29445,0.681045449,1
1057,9/16/2016,Will Smith,36535,0.977577395,1
1057,7/15/2017,Will Smith,2750,0.449566781,1
1057,9/25/2018,Will Smith,3148,0.215424622,1
1057,12/19/2018,Will Smith,8783,0.547295613,1
1057,1/31/2019,Will Smith,7095,0.90938221,1
10652,3/29/2010,Paul McCartney,1482,0.88424821,1
10652,4/7/2011,Paul McCartney,1704,0.375744212,1
10652,2/12/2012,Paul McCartney,14623,0.235243963,1
10652,3/21/2012,Paul McCartney,5017,0.507844924,1
10652,7/27/2012,Paul McCartney,23839,0.278773066,1
10652,12/12/2012,Paul McCartney,11859,0.43847519,1
10652,2/19/2013,Paul McCartney,5897,0.60420082,1
10652,1/26/2014,Paul McCartney,12548,0.227934097,1
10652,10/20/2014,Paul McCartney,3056,0.143954025,1
10652,2/8/2015,Paul McCartney,12892,0.32289736,1
10652,2/16/2016,Paul McCartney,5557,0.680171359,1
10652,3/24/2018,Paul McCartney,1324,0.281402763,1
10652,6/6/2018,Paul McCartney,1315,0.758362168,1
10652,6/7/2018,Paul McCartney,5230,0.930108483,1
10662,5/24/2011,Pamela Anderson,1402,0.367400419,1
10662,8/18/2011,Pamela Anderson,751,0.453776435,1
10662,9/8/2011,Pamela Anderson,1740,0.456213949,1
10662,11/15/2011,Pamela Anderson,1676,0.552770449,1
10662,3/9/2012,Pamela Anderson,650,0.474106492,1
10662,4/14/2012,Pamela Anderson,471,0.859489051,1
10662,9/24/2012,Pamela Anderson,776,0.47960445,1
10662,12/10/2012,Pamela Anderson,746,0.78197065,1
10662,1/6/2013,Pamela Anderson,3316,0.352428526,1
10662,5/4/2013,Pamela Anderson,1191,0.897513188,1
10662,6/5/2013,Pamela Anderson,1647,0.699957501,1
10662,8/12/2013,Pamela Anderson,440,0.78994614,1
10662,3/19/2014,Pamela Anderson,552,0.703184713,1
10662,5/19/2014,Pamela Anderson,3796,0.920465567,1
10662,1/1/2015,Pamela Anderson,590,0.802721088,1
10662,1/4/2015,Pamela Anderson,1835,0.970899471,1
10662,8/16/2015,Pamela Anderson,1245,0.906113537,1
10662,11/20/2015,Pamela Anderson,977,0.928707224,1
10662,3/11/2016,Pamela Anderson,641,0.895251397,1
10662,8/6/2016,Pamela Anderson,1075,0.841816758,1
10662,10/17/2016,Pamela Anderson,1936,0.833763997,1
10662,4/20/2017,Pamela Anderson,724,0.494197952,1
10662,6/18/2017,Pamela Anderson,931,0.523622047,1
10662,11/7/2017,Pamela Anderson,1942,0.570840682,1
10769,4/17/2010,Paul Pierce,354,0.648351648,1
10769,10/26/2010,Paul Pierce,3297,0.55890829,1
10769,12/15/2010,Paul Pierce,3966,0.522254411,1
10769,1/30/2011,Paul Pierce,2291,0.486515184,1
10769,5/1/2011,Paul Pierce,10906,0.65321035,1
10769,8/31/2011,Paul Pierce,297,0.707142857,1
10769,12/25/2011,Paul Pierce,7880,0.562375107,1
10769,10/30/2012,Paul Pierce,6737,0.499037037,1
10769,3/18/2013,Paul Pierce,11750,0.642427556,1
10769,4/20/2013,Paul Pierce,3767,0.592202484,1
10769,6/27/2013,Paul Pierce,12142,0.561661578,1
10769,11/1/2013,Paul Pierce,3405,0.560125021,1
10769,3/12/2014,Paul Pierce,1714,0.438363171,1
10769,4/19/2014,Paul Pierce,5459,0.448046619,1
10769,7/13/2014,Paul Pierce,8628,0.449468639,1
10769,10/6/2014,Paul Pierce,2687,0.48554391,1
10769,1/21/2015,Paul Pierce,1222,0.456481136,1
10769,4/18/2015,Paul Pierce,8123,0.543017581,1
10769,7/1/2015,Paul Pierce,3002,0.414583621,1
10769,9/25/2015,Paul Pierce,207,0.507352941,1
10769,6/2/2016,Paul Pierce,1240,0.484375,1
10769,9/23/2016,Paul Pierce,353,0.601362862,1
10769,9/26/2016,Paul Pierce,1805,0.488233703,1
10769,2/5/2017,Paul Pierce,1972,0.166469694,1
10769,2/24/2017,Paul Pierce,7173,0.643376088,1
10769,4/30/2017,Paul Pierce,3162,0.273600415,1
10769,10/10/2017,Paul Pierce,268,0.545824847,1
10769,12/25/2017,Paul Pierce,630,0.538001708,1
10769,1/17/2018,Paul Pierce,4542,0.636758727,1
10779,6/9/2012,Mesut Ozil,608,0.245557351,1
10779,7/9/2013,Mesut Ozil,975,0.209407216,1
10779,9/1/2013,Mesut Ozil,7025,0.424830672,1
10779,9/2/2013,Mesut Ozil,32648,0.275308423,1
10779,7/22/2018,Mesut Ozil,25429,0.568423641,1
10802,8/20/2010,Pierce Brosnan,251,0.814935065,1
10802,4/9/2011,Pierce Brosnan,356,0.413953488,1
10802,12/29/2012,Pierce Brosnan,285,0.408309456,1
10802,2/12/2013,Pierce Brosnan,298,0.448120301,1
10802,7/1/2013,Pierce Brosnan,767,0.848451327,1
10802,7/2/2013,Pierce Brosnan,3624,0.821396192,1
10802,4/12/2014,Pierce Brosnan,1345,0.943859649,1
10802,7/31/2014,Pierce Brosnan,967,0.920076118,1
10802,2/1/2015,Pierce Brosnan,472,0.264277716,1
10802,3/29/2015,Pierce Brosnan,452,0.807142857,1
10802,3/30/2015,Pierce Brosnan,3075,0.957049486,1
10802,5/8/2015,Pierce Brosnan,1086,0.937014668,1
10802,1/28/2016,Pierce Brosnan,286,0.899371069,1
10802,2/5/2016,Pierce Brosnan,2048,0.954778555,1
10802,10/7/2016,Pierce Brosnan,1051,0.384559093,1
10802,1/8/2017,Pierce Brosnan,214,0.29036635,1
10802,5/14/2017,Pierce Brosnan,443,0.913402062,1
10802,8/9/2017,Pierce Brosnan,254,0.798742138,1
10821,11/15/2011,Justin Long,680,0.241391551,1
10821,2/10/2012,Justin Long,859,0.381777778,1
10821,5/1/2012,Justin Long,170,0.326295585,1
10821,11/20/2013,Justin Long,195,0.789473684,1
10821,2/2/2014,Justin Long,149,0.528368794,1
10821,3/24/2014,Justin Long,89,0.178356713,1
10821,7/26/2014,Justin Long,133,0.496268657,1
10821,9/30/2015,Justin Long,211,0.385740402,1
10821,1/19/2016,Justin Long,123,0.679558011,1
10821,4/2/2016,Justin Long,138,0.851851852,1
10821,2/1/2017,Justin Long,132,0.741573034,1
10821,6/2/2017,Justin Long,108,0.355263158,1
10831,7/18/2011,Alessandro Del Piero,82,0.931818182,1
10831,10/18/2011,Alessandro Del Piero,475,0.333333333,1
10831,5/13/2012,Alessandro Del Piero,1190,0.111391931,1
10831,6/26/2013,Alessandro Del Piero,610,0.280976509,1
10831,4/28/2014,Alessandro Del Piero,387,0.272919605,1
10831,10/14/2014,Alessandro Del Piero,150,0.182260024,1
10831,5/9/2015,Alessandro Del Piero,215,0.657492355,1
10831,11/6/2015,Alessandro Del Piero,235,0.836298932,1
10831,12/9/2015,Alessandro Del Piero,630,0.60518732,1
10831,4/18/2016,Alessandro Del Piero,269,0.72899729,1
10831,11/3/2016,Alessandro Del Piero,77,0.762376238,1
10831,7/13/2017,Alessandro Del Piero,124,0.319587629,1
10831,11/9/2017,Alessandro Del Piero,238,0.062996294,1
10831,4/12/2018,Alessandro Del Piero,266,0.555323591,1
10846,8/10/2011,Harvey Weinstein,106,0.425702811,1
10846,1/15/2012,Harvey Weinstein,275,0.311791383,1
10846,2/24/2013,Harvey Weinstein,263,0.372521246,1
10846,1/16/2014,Harvey Weinstein,1355,0.705729167,1
10846,3/2/2014,Harvey Weinstein,350,0.406032483,1
10846,3/30/2015,Harvey Weinstein,974,0.966269841,1
10846,6/7/2015,Harvey Weinstein,150,0.714285714,1
10846,10/1/2015,Harvey Weinstein,165,0.970588235,1
10846,12/26/2015,Harvey Weinstein,124,0.946564885,1
10846,7/29/2017,Harvey Weinstein,79,0.963414634,1
10846,10/4/2017,Harvey Weinstein,296,0.727272727,1
10846,10/5/2017,Harvey Weinstein,15415,0.86766858,1
10889,4/14/2010,Karol G,1,1,1
10889,7/2/2010,Karol G,1,0.125,1
10889,2/8/2011,Karol G,3,0.272727273,1
10889,6/17/2012,Karol G,132,0.081330869,1
10889,6/18/2012,Karol G,575,0.14873254,1
10889,11/9/2013,Karol G,42,0.063444109,1
10889,6/26/2016,Karol G,24,0.081911263,1
10889,7/5/2016,Karol G,175,0.148683093,1
10889,11/4/2016,Karol G,80,0.093676815,1
10889,5/5/2017,Karol G,33,0.050458716,1
10889,1/11/2018,Karol G,122,0.179941003,1
10889,10/28/2018,Karol G,516,0.531410917,1
10889,1/15/2019,Karol G,2252,0.285895646,1
10892,7/18/2010,Maite Perroni,1963,0.132233075,1
10892,1/31/2013,Maite Perroni,2210,0.168380952,1
10892,3/23/2013,Maite Perroni,4327,0.325656657,1
10892,2/24/2015,Maite Perroni,3713,0.702288632,1
10892,5/8/2015,Maite Perroni,2677,0.404197494,1
10892,7/16/2015,Maite Perroni,602,0.073147023,1
10892,2/21/2016,Maite Perroni,774,0.152212389,1
10892,3/29/2016,Maite Perroni,3756,0.297811608,1
10892,7/14/2016,Maite Perroni,856,0.122443141,1
10892,2/19/2018,Maite Perroni,1078,0.281388671,1
10932,11/1/2011,Julian Edelman,428,0.699346405,1
10932,1/22/2012,Julian Edelman,305,0.443313953,1
10932,9/23/2012,Julian Edelman,636,0.413793103,1
10932,9/8/2013,Julian Edelman,298,0.207810321,1
10932,9/12/2013,Julian Edelman,1128,0.368868542,1
10932,11/24/2013,Julian Edelman,429,0.217545639,1
10932,3/11/2014,Julian Edelman,1187,0.540036397,1
10932,1/10/2015,Julian Edelman,1091,0.155324601,1
10932,9/7/2015,Julian Edelman,189,0.432494279,1
10932,9/10/2015,Julian Edelman,1157,0.320321152,1
10932,8/9/2016,Julian Edelman,393,0.662731872,1
10932,9/11/2016,Julian Edelman,579,0.286491836,1
10932,2/5/2017,Julian Edelman,3340,0.242997454,1
10932,8/25/2017,Julian Edelman,1527,0.51797829,1
10932,6/7/2018,Julian Edelman,1723,0.805893358,1
10936,10/4/2010,Jimmy Garoppolo,1,1,1
10936,9/9/2011,Jimmy Garoppolo,2,0.666666667,1
10936,7/30/2012,Jimmy Garoppolo,1,0.5,1
10936,5/8/2014,Jimmy Garoppolo,203,0.251548947,1
10936,5/9/2014,Jimmy Garoppolo,642,0.1450192,1
10936,8/7/2014,Jimmy Garoppolo,125,0.188821752,1
10936,9/29/2014,Jimmy Garoppolo,470,0.235,1
10936,12/28/2014,Jimmy Garoppolo,239,0.243133266,1
10936,5/6/2015,Jimmy Garoppolo,88,0.463157895,1
10936,5/11/2015,Jimmy Garoppolo,971,0.309235669,1
10936,7/28/2015,Jimmy Garoppolo,213,0.294198895,1
10936,9/3/2015,Jimmy Garoppolo,1123,0.605390836,1
10936,2/29/2016,Jimmy Garoppolo,29,0.475409836,1
10936,4/25/2016,Jimmy Garoppolo,212,0.318796992,1
10936,7/13/2016,Jimmy Garoppolo,145,0.283203125,1
10936,12/10/2016,Jimmy Garoppolo,65,0.706521739,1
10936,10/30/2017,Jimmy Garoppolo,1469,0.317141623,1
10936,9/9/2018,Jimmy Garoppolo,708,0.451818762,1
10958,6/12/2011,Jeff Gordon,526,0.150500715,1
10958,2/18/2012,Jeff Gordon,975,0.384615385,1
10958,11/11/2012,Jeff Gordon,3374,0.515193159,1
10958,2/16/2013,Jeff Gordon,185,0.336976321,1
10958,2/24/2013,Jeff Gordon,1375,0.291066892,1
10958,2/23/2014,Jeff Gordon,571,0.242462845,1
10958,11/2/2014,Jeff Gordon,3083,0.463121526,1
10958,1/22/2015,Jeff Gordon,2335,0.451993806,1
10958,5/3/2015,Jeff Gordon,635,0.564444444,1
10958,11/1/2015,Jeff Gordon,610,0.126819127,1
10958,11/22/2015,Jeff Gordon,5453,0.471631206,1
10958,1/24/2016,Jeff Gordon,416,0.645962733,1
10976,5/5/2010,Steven Yeun,4,0.210526316,1
10976,2/24/2011,Steven Yeun,36,0.620689655,1
10976,2/10/2013,Steven Yeun,179,0.101936219,1
10976,3/30/2014,Steven Yeun,955,0.197477254,1
10976,10/12/2014,Steven Yeun,359,0.093149974,1
10976,2/8/2015,Steven Yeun,969,0.171171171,1
10976,7/12/2015,Steven Yeun,575,0.716957606,1
10976,10/25/2015,Steven Yeun,3908,0.345534925,1
10976,11/1/2015,Steven Yeun,21655,0.969945355,1
10976,2/14/2016,Steven Yeun,418,0.156671664,1
10976,10/23/2016,Steven Yeun,3937,0.317704971,1
10976,1/22/2017,Steven Yeun,1115,0.871774824,1
10976,7/6/2017,Steven Yeun,735,0.490981964,1
10976,6/12/2018,Steven Yeun,1847,0.979840849,1
10980,2/19/2010,Tiger Woods,17473,0.747731941,1
10980,4/10/2011,Tiger Woods,5904,0.276572821,1
10980,11/11/2011,Tiger Woods,8960,0.639954289,1
10980,6/3/2012,Tiger Woods,5536,0.13659018,1
10980,9/28/2012,Tiger Woods,3204,0.378812958,1
10980,4/13/2013,Tiger Woods,23616,0.625390604,1
10980,11/5/2013,Tiger Woods,4276,0.665421724,1
10980,4/1/2014,Tiger Woods,8212,0.637775707,1
10980,11/18/2014,Tiger Woods,830,0.623123123,1
10980,1/9/2015,Tiger Woods,1318,0.557293869,1
10980,1/30/2015,Tiger Woods,7868,0.718998446,1
10980,10/10/2016,Tiger Woods,1942,0.562898551,1
10980,5/29/2017,Tiger Woods,17886,0.688134811,1
10980,7/16/2017,Tiger Woods,1439,0.726400808,1
10980,10/27/2017,Tiger Woods,2874,0.851555556,1
10980,7/22/2018,Tiger Woods,3689,0.242937109,1
10980,11/23/2018,Tiger Woods,1457,0.292101043,1
10980,2/2/2019,Tiger Woods,12283,0.516569939,1
10987,7/29/2010,DJ Pauly D,208,0.07125728,1
10987,8/5/2010,DJ Pauly D,503,0.248640633,1
10987,9/9/2010,DJ Pauly D,469,0.145246206,1
10987,1/6/2011,DJ Pauly D,640,0.046309696,1
10987,8/4/2011,DJ Pauly D,1447,0.062233882,1
10987,1/5/2012,DJ Pauly D,1303,0.074585003,1
10987,1/12/2012,DJ Pauly D,3469,0.198024889,1
10987,8/13/2012,DJ Pauly D,995,0.197303193,1
10987,4/1/2013,DJ Pauly D,621,0.35005637,1
10987,10/22/2013,DJ Pauly D,370,0.121470781,1
10987,12/10/2014,DJ Pauly D,77,0.291666667,1
10987,1/20/2015,DJ Pauly D,102,0.110151188,1
10987,3/25/2015,DJ Pauly D,49,0.422413793,1
10987,5/18/2017,DJ Pauly D,22,0.196428571,1
10987,7/12/2017,DJ Pauly D,63,0.11559633,1
10987,11/27/2017,DJ Pauly D,144,0.164948454,1
10987,4/5/2018,DJ Pauly D,412,0.099709584,1
10987,12/6/2018,DJ Pauly D,202,0.171914894,1
11061,12/15/2010,Shawn Mendes,1,1,1
11061,12/6/2012,Shawn Mendes,1,1,1
11061,3/18/2013,Shawn Mendes,1,1,1
11061,7/4/2013,Shawn Mendes,1,0.5,1
11061,8/16/2013,Shawn Mendes,8,0.210526316,1
11061,4/4/2014,Shawn Mendes,613,0.246978243,1
11061,4/28/2014,Shawn Mendes,2548,0.128485704,1
11061,5/25/2014,Shawn Mendes,13911,0.018557947,1
11061,1/19/2015,Shawn Mendes,12348,0.037427028,1
11061,11/17/2015,Shawn Mendes,12986,0.030178594,1
11061,1/27/2016,Shawn Mendes,16516,0.104552159,1
11061,4/2/2016,Shawn Mendes,8422,0.053166507,1
11061,6/2/2016,Shawn Mendes,10107,0.06828362,1
11061,9/22/2016,Shawn Mendes,17167,0.07296816,1
11061,11/20/2016,Shawn Mendes,9791,0.096421256,1
11061,12/22/2016,Shawn Mendes,16366,0.090908586,1
11061,1/28/2017,Shawn Mendes,9711,0.196913781,1
11061,2/22/2017,Shawn Mendes,19739,0.175617004,1
11061,6/20/2017,Shawn Mendes,13132,0.185025502,1
11061,3/16/2018,Shawn Mendes,26732,0.653242755,1
11061,11/26/2018,Shawn Mendes,11071,0.243056928,1
11064,5/17/2012,Zedd,1825,0.617388363,1
11064,3/17/2013,Zedd,2782,0.218007993,1
11064,8/25/2013,Zedd,7784,0.33988298,1
11064,3/28/2014,Zedd,5076,0.250765735,1
11064,8/19/2014,Zedd,6697,0.173116195,1
11064,9/26/2016,Zedd,1413,0.35316171,1
11064,7/6/2017,Zedd,2411,0.140452056,1
11064,11/17/2017,Zedd,2356,0.191264816,1
11064,5/20/2018,Zedd,1510,0.052860043,1
11108,4/13/2011,Kobe Bryant,7445,0.808799565,1
11108,12/16/2011,Kobe Bryant,7747,0.804632322,1
11108,4/13/2013,Kobe Bryant,44566,0.346709196,1
11108,10/1/2013,Kobe Bryant,3576,0.493377483,1
11108,4/13/2016,Kobe Bryant,25682,0.214572768,1
11108,8/22/2016,Kobe Bryant,891,0.272643819,1
11108,9/23/2017,Kobe Bryant,5103,0.610041841,1
11108,12/18/2017,Kobe Bryant,3585,0.16992132,1
11108,3/4/2018,Kobe Bryant,7925,0.230076934,1
11108,8/23/2018,Kobe Bryant,1389,0.082092199,1
11126,2/18/2011,James Harden,387,0.340969163,1
11126,12/25/2011,James Harden,905,0.276843071,1
11126,4/22/2012,James Harden,11578,0.62097077,1
11126,8/2/2012,James Harden,6180,0.466626397,1
11126,10/27/2012,James Harden,30064,0.617026517,1
11126,4/17/2013,James Harden,3623,0.497664835,1
11126,6/27/2013,James Harden,1276,0.512861736,1
11126,10/28/2014,James Harden,2610,0.462192315,1
11126,4/5/2015,James Harden,7996,0.562900387,1
11126,4/16/2016,James Harden,3613,0.647723198,1
11126,10/26/2016,James Harden,1913,0.38382825,1
11126,10/21/2018,James Harden,3734,0.65913504,1
11126,12/13/2018,James Harden,4522,0.642238318,1
1114,2/25/2011,Peter Farrelly,62,0.418918919,1
1114,10/27/2011,Peter Farrelly,37,0.948717949,1
1114,4/2/2012,Peter Farrelly,325,0.953079179,1
1114,6/20/2012,Peter Farrelly,81,0.931034483,1
1114,9/26/2012,Peter Farrelly,60,0.697674419,1
1114,6/4/2014,Peter Farrelly,43,0.530864198,1
1114,5/13/2016,Peter Farrelly,25,1,1
1114,8/4/2016,Peter Farrelly,26,0.962962963,1
1114,11/16/2016,Peter Farrelly,21,0.875,1
1114,1/13/2017,Peter Farrelly,58,0.950819672,1
1114,1/29/2018,Peter Farrelly,21,1,1
1114,8/14/2018,Peter Farrelly,38,0.644067797,1
1114,11/9/2018,Peter Farrelly,23,0.793103448,1
1114,1/6/2019,Peter Farrelly,269,0.242779783,1
11172,3/10/2010,Sloane Stephens,2,1,1
11172,12/13/2010,Sloane Stephens,1,1,1
11172,8/3/2011,Sloane Stephens,28,0.528301887,1
11172,8/28/2012,Sloane Stephens,162,0.303370787,1
11172,1/2/2013,Sloane Stephens,38,0.59375,1
11172,1/22/2013,Sloane Stephens,1947,0.293665158,1
11172,8/27/2014,Sloane Stephens,278,0.637614679,1
11172,5/25/2015,Sloane Stephens,104,0.315151515,1
11172,1/17/2016,Sloane Stephens,193,0.564327485,1
11172,7/3/2016,Sloane Stephens,134,0.326829268,1
11172,7/4/2017,Sloane Stephens,61,0.472868217,1
11172,1/14/2018,Sloane Stephens,251,0.48549323,1
11172,6/9/2018,Sloane Stephens,1040,0.174760544,1
11285,6/27/2010,Trey Songz,3255,0.355155483,1
11285,5/28/2011,Trey Songz,7033,0.489729127,1
11285,6/26/2011,Trey Songz,29583,0.276914004,1
11285,11/1/2011,Trey Songz,15306,0.246005979,1
11285,7/1/2012,Trey Songz,17632,0.252300207,1
11285,6/30/2013,Trey Songz,7807,0.250176248,1
11285,2/14/2014,Trey Songz,7478,0.376497835,1
11285,3/26/2014,Trey Songz,6530,0.392545837,1
11285,6/29/2014,Trey Songz,16669,0.209364834,1
11285,11/28/2015,Trey Songz,3317,0.130894598,1
11285,3/17/2016,Trey Songz,4368,0.805458233,1
11285,12/29/2016,Trey Songz,3591,0.485926928,1
11285,2/25/2017,Trey Songz,7873,0.648891453,1
11285,6/25/2017,Trey Songz,7329,0.527190332,1
11285,1/15/2018,Trey Songz,861,0.340720222,1
11285,3/19/2018,Trey Songz,1134,0.535916824,1
11285,11/28/2018,Trey Songz,2458,0.248760247,1
11330,7/13/2010,Ezra Miller,14,0.411764706,1
11330,5/12/2011,Ezra Miller,75,0.669642857,1
11330,6/3/2012,Ezra Miller,114,0.22007722,1
11330,8/15/2012,Ezra Miller,114,0.357366771,1
11330,4/14/2013,Ezra Miller,267,0.24953271,1
11330,10/15/2014,Ezra Miller,1489,0.470161036,1
11330,1/1/2015,Ezra Miller,407,0.44143167,1
11330,5/26/2016,Ezra Miller,1313,0.954909091,1
11330,7/23/2016,Ezra Miller,2223,0.288701299,1
11330,7/22/2017,Ezra Miller,628,0.239511823,1
11330,8/30/2017,Ezra Miller,906,0.918864097,1
11368,2/2/2010,G-Eazy,11237,0.515860993,1
11368,2/3/2010,G-Eazy,10229,0.482090678,1
11368,2/4/2010,G-Eazy,10994,0.505424789,1
11368,2/8/2010,G-Eazy,11113,0.495297945,1
11368,2/9/2010,G-Eazy,11353,0.494791894,1
11368,2/22/2010,G-Eazy,11694,0.508965877,1
11368,3/31/2010,G-Eazy,10914,0.47002584,1
11368,4/7/2010,G-Eazy,12781,0.447874689,1
11368,4/8/2010,G-Eazy,11109,0.460763169,1
11368,4/12/2010,G-Eazy,11853,0.441781588,1
11368,4/13/2010,G-Eazy,14265,0.490273577,1
11368,4/14/2010,G-Eazy,13047,0.470959824,1
11368,4/20/2010,G-Eazy,14838,0.498538454,1
11368,4/21/2010,G-Eazy,20135,0.46729948,1
11368,6/1/2010,G-Eazy,15393,0.470302475,1
11368,6/2/2010,G-Eazy,16737,0.465291485,1
11368,6/3/2010,G-Eazy,17140,0.457164195,1
